262.3034643	503.5425904	725.4089549	929.4582916	1117.121401	504.3855161	968.2662411	1394.894921	1787.26309	2148.122046	727.805058	1397.163569	2012.769096	2578.938283	3099.641129	934.0008141	1792.996485	2583.010317	3309.581913	3977.806015
526.8211459	700.0798624	757.0604583	775.7999964	781.9629766	708.2969644	941.2386827	1017.847572	1043.042381	1051.328343	770.8105384	1024.311457	1107.68177	1135.100247	1144.11752	792.3447956	1052.92781	1138.627253	1166.811724	1176.080914
2778.964282	5263.219689	7484.020068	9469.304797	11244.05029	5274.850927	9990.304459	14205.68463	17974.02418	21342.7317	7516.495479	14235.86739	20242.65061	25612.41509	30412.7166	9529.796168	18048.95844	25664.66443	32472.7256	38558.79258
307.9356367	480.4111917	577.0152009	631.1233589	661.4294797	484.6274392	756.0685346	908.1034017	993.2585281	1040.954137	586.0122396	914.2392267	1098.08002	1201.049729	1258.723332	644.1862896	1004.996714	1207.087576	1320.279196	1383.678119
135.380482	234.5580653	307.213982	360.4405486	399.4334828	235.8523462	408.6340157	535.2111129	627.9394768	695.8707982	310.4169757	537.8235045	704.4179028	826.4623037	915.8700866	365.7546967	633.7007578	829.9937714	973.7949045	1079.141323
1306.368618	2538.086964	3699.420803	4794.392144	5826.793159	2541.110483	4937.013415	7196.00644	9325.913047	11334.10967	3708.152813	7204.409372	10500.87814	13608.97565	16539.46608	4811.207497	9347.486506	13624.54736	17657.20265	21459.41853
206.0650747	410.2046026	612.4365769	812.7788224	1011.248997	410.2844733	816.7350999	1219.387705	1618.277778	2013.440477	612.6747273	1219.6244	1820.902515	2416.56207	3006.655566	813.2522198	1618.905116	2417.0297	3207.696319	3990.974663
220.432623	426.3143208	618.605611	798.2036066	965.9462019	426.9009774	825.6218962	1198.022944	1545.841514	1870.700316	620.2896907	1199.633587	1740.734551	2246.117029	2718.138824	801.4273501	1549.951871	2249.065718	2902.030527	3511.892633
54.66727199	108.3464133	161.0552849	212.8114245	263.6320533	108.3872266	214.815315	319.3196774	421.9350857	522.6956836	161.1762797	319.43924	474.8415403	627.434888	777.270056	213.0505626	422.2501595	627.6683983	829.3736285	1027.432964
543.4542883	964.8058696	1291.488645	1544.772696	1741.149168	969.2973358	1720.814021	2303.480771	2755.234601	3105.488882	1302.981889	2313.211251	3096.463401	3703.735326	4174.566068	1564.452356	2777.405292	3717.833306	4446.966997	5012.279739
104.2923706	203.4024858	297.5878501	387.093173	472.1510043	203.6131809	397.1088862	580.9898501	755.7338261	921.7948282	298.1994224	581.5814083	850.8822315	1106.801581	1350.004377	388.2767895	757.2602262	1107.908991	1441.134127	1757.80141
