B010	1.463955
B011	1.416489
C012	1.312068
Nb093	3.838181
Sn112	4.496639
Sn114	4.535387
Sn115	4.634
Sn116	4.584689
Sn117	4.692699
Sn118	4.629869
Sn119	4.750649
Sn120	4.692139
Sn122	4.741768
Sn124	4.796729
V050	2.354082
V051	2.372477
Si028	1.75
Si029	1.74
Si030	1.747046
Ti046	2.399408
Ti047	2.317270
Ti048	2.318656
Ti049	2.420410
Ti050	2.461480
Al027	1.710001
Pb204	5.222562
Pb206	5.245878
Pb207	5.199134
Pb208	5.182559
